run_index,run_id,model_id,aptamer_id,serial_number,aptamer_name,nucleic_acid_type,aptamer_length,target_normalized,target_type,target_length,target_source_database,target_source_id,target_match,resolution_method,validation_reason,experimental_affinity_raw,experimental_kd_nm,doi,pubmed,yaml_path
314,task5_0314,UTEXAS_10001289_R1333,UTEXAS_10001289,10001289,APT 2,RNA,54,Mixed lineage leukemia protein 1 (MLL1),protein,3969,UniProt,Q03164,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.4062/biomolther.2018.157,https://pubmed.ncbi.nlm.nih.gov/30419633/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0314.yaml
315,task5_0315,UTEXAS_10001297_R1341,UTEXAS_10001297,10001297,PSA-1,DNA,40,Prostate-specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 177 ± 65 nM,177,https://doi.org/10.1016/j.bios.2018.12.040,https://pubmed.ncbi.nlm.nih.gov/30640124/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0315.yaml
316,task5_0316,UTEXAS_10001298_R1342,UTEXAS_10001298,10001298,Ylac1,DNA,50,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 2.2 ± 0.022 nM,2.2,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0316.yaml
317,task5_0317,UTEXAS_10001299_R1343,UTEXAS_10001299,10001299,Ylac4,DNA,59,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 4.0 ± 0.49 nM,4,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0317.yaml
318,task5_0318,UTEXAS_10001300_R1344,UTEXAS_10001300,10001300,Ylac5,DNA,51,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 4.7 ± 0.54 nM,4.7,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0318.yaml
319,task5_0319,UTEXAS_10001301_R1345,UTEXAS_10001301,10001301,Ylac6,DNA,59,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 1.9 ± 0.23 nM,1.9,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0319.yaml
320,task5_0320,UTEXAS_10001302_R1346,UTEXAS_10001302,10001302,Ylac8,DNA,59,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 1.0 ± 0.12 nM,1,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0320.yaml
321,task5_0321,UTEXAS_10001303_R1347,UTEXAS_10001303,10001303,Ylac9,DNA,61,Lactoferrin,protein,707,UniProt,P08071,Lactotransferrin (Lactoferrin) (EC 3.4.21.-),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 2.6 ± 0.34 nM,2.6,https://doi.org/10.1016/j.talanta.2018.09.063,https://pubmed.ncbi.nlm.nih.gov/30368278/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0321.yaml
322,task5_0322,UTEXAS_10001310_R1354,UTEXAS_10001310,10001310,EPCAM-APT-01,DNA,80,Epithelial cell adhesion molecule (EpCAM),protein,315,UniProt,O55159,Epithelial cell adhesion molecule (Ep-CAM) (Epithelial glycoprotein 314) (EGP314) (Protein D5.7A) (Tumor-associated calcium signal transducer 1) (CD antigen CD326),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Kd: 25 nM,25,https://doi.org/10.3390/cancers11030351,https://pubmed.ncbi.nlm.nih.gov/30871104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0322.yaml
323,task5_0323,UTEXAS_10001311_R1355,UTEXAS_10001311,10001311,EPCAM-APT-02,DNA,80,Epithelial cell adhesion molecule (EpCAM),protein,315,UniProt,O55159,Epithelial cell adhesion molecule (Ep-CAM) (Epithelial glycoprotein 314) (EGP314) (Protein D5.7A) (Tumor-associated calcium signal transducer 1) (CD antigen CD326),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Kd: 15 nM,15,https://doi.org/10.3390/cancers11030351,https://pubmed.ncbi.nlm.nih.gov/30871104/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0323.yaml
324,task5_0324,UTEXAS_10001312_R1356,UTEXAS_10001312,10001312,Az9,DNA,94,Azlocillin,ligand,,PubChem,6479523,Azlocillin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 55 nM,55,https://doi.org/10.1016/j.aca.2019.12.023,https://pubmed.ncbi.nlm.nih.gov/32029106/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0324.yaml
325,task5_0325,UTEXAS_10001319_R1363,UTEXAS_10001319,10001319,CRP–Ugu4-3,DNA,76,C-reactive protein (CRP). Human,protein,224,UniProt,P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205)],UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 6.2 pM,0.0062,https://doi.org/10.3390/ijms21082683,https://pubmed.ncbi.nlm.nih.gov/32294882/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0325.yaml
326,task5_0326,UTEXAS_10001327_R1371,UTEXAS_10001327,10001327,DUX4 aptamer,RNA,71,Double homeobox protein 4 (DUX4),protein,374,UniProt,Q6RFH8,"Double homeobox protein 4C (Double homeobox protein 4, centromeric) (DUX4c) (Double homeobox protein 4-like protein 9)",UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 20 nM,20,https://doi.org/10.1096/fj.201902696,https://pubmed.ncbi.nlm.nih.gov/32020675/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0326.yaml
327,task5_0327,UTEXAS_10001331_R1375,UTEXAS_10001331,10001331,Apt122,DNA,80,Tacrolimus (TAC),ligand,,PubChem,445643,Tacrolimus,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 56.45 nM,56.45,https://doi.org/10.1016/j.jpba.2019.112853,https://pubmed.ncbi.nlm.nih.gov/31499431/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0327.yaml
328,task5_0328,UTEXAS_10001331_R1376,UTEXAS_10001331,10001331,Apt125,DNA,80,Tacrolimus (TAC),ligand,,PubChem,445643,Tacrolimus,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 180 nM,180,https://doi.org/10.1016/j.jpba.2019.112853,https://pubmed.ncbi.nlm.nih.gov/31499431/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0328.yaml
329,task5_0329,UTEXAS_10001333_R1378,UTEXAS_10001333,10001333,caDNApt-1,DNA,66,Cyclic adenosine monophosphate (cAMP),ligand,,PubChem,6076,Cyclic adenosine monophosphate,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 1 mM,1000000,https://doi.org/10.1002/cbic.201900259,https://pubmed.ncbi.nlm.nih.gov/31099939/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0329.yaml
330,task5_0330,UTEXAS_10001349_R1395,UTEXAS_10001349,10001349,T-2,DNA,82,Thyroglobulin (Tg),protein,2768,UniProt,P01266,Thyroglobulin (Tg),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 3.18 μM via sequence homology using Clustal X software & 4.51 nM via TFI assay,3.18,https://doi.org/10.1016/j.talanta.2020.121690,https://pubmed.ncbi.nlm.nih.gov/33303143/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0330.yaml
331,task5_0331,UTEXAS_10001370_R1418,UTEXAS_10001370,10001370,apVRK28,DNA,74,"Vaccinia-related kinase (VRK1), Human",protein,396,UniProt,Q99986,Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 60.06 ± 7.05 nM,60.06,https://doi.org/10.3390%2Fph14050473,https://pubmed.ncbi.nlm.nih.gov/34067799/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0331.yaml
332,task5_0332,UTEXAS_10001371_R1419,UTEXAS_10001371,10001371,apVRKF33,DNA,75,"Vaccinia-related kinase (VRK1), Human",protein,396,UniProt,Q99986,Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 128.8 ± 55.56 nM,128.8,https://doi.org/10.3390%2Fph14050473,https://pubmed.ncbi.nlm.nih.gov/34067799/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0332.yaml
333,task5_0333,UTEXAS_10001374_R1422,UTEXAS_10001374,10001374,LDH7r-1,DNA,77,"Lactate dehydrogenase (LDH), Human",protein,507,UniProt,Q86WU2,"D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.98.-)",UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 21.3 ± 3.9 nM,21.3,https://doi.org/10.1007/s00216-021-03397-2,https://pubmed.ncbi.nlm.nih.gov/34028561/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0333.yaml
334,task5_0334,UTEXAS_10001375_R1423,UTEXAS_10001375,10001375,LDH7r-9,DNA,87,"Lactate dehydrogenase (LDH), Human",protein,507,UniProt,Q86WU2,"D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.98.-)",UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 12.0 ± 4.4 nM,12,https://doi.org/10.1007/s00216-021-03397-2,https://pubmed.ncbi.nlm.nih.gov/34028561/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0334.yaml
335,task5_0335,UTEXAS_10001376_R1424,UTEXAS_10001376,10001376,LDH8r-2,DNA,97,"Lactate dehydrogenase (LDH), Human",protein,507,UniProt,Q86WU2,"D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.98.-)",UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 10.2 ± 4.7 nM,10.2,https://doi.org/10.1007/s00216-021-03397-2,https://pubmed.ncbi.nlm.nih.gov/34028561/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0335.yaml
336,task5_0336,UTEXAS_10001377_R1425,UTEXAS_10001377,10001377,LDH9r-1,DNA,77,"Lactate dehydrogenase (LDH), Human",protein,507,UniProt,Q86WU2,"D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.98.-)",UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 19.3 ± 6.2 nM,19.3,https://doi.org/10.1007/s00216-021-03397-2,https://pubmed.ncbi.nlm.nih.gov/34028561/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0336.yaml
337,task5_0337,UTEXAS_10001393_R1442,UTEXAS_10001393,10001393,Apt.6,DNA,76,"Angiotensin converting enzyme 2 (hACE2), Human",protein,805,UniProt,Q9BYF1,Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2],UNIPROT_NAME_SCORE_1.650,STRONG_NAME_MATCH_0.750,IC50= 29-43 nM,,https://doi.org/10.1016/j.phrs.2021.105982,https://pubmed.ncbi.nlm.nih.gov/34798263/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0337.yaml
338,task5_0338,UTEXAS_10001394_R1443,UTEXAS_10001394,10001394,Apt.14,DNA,76,"Angiotensin converting enzyme 2 (hACE2), Human",protein,805,UniProt,Q9BYF1,Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2],UNIPROT_NAME_SCORE_1.650,STRONG_NAME_MATCH_0.750,IC50= 94-186 nM,,https://doi.org/10.1016/j.phrs.2021.105982,https://pubmed.ncbi.nlm.nih.gov/34798263/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0338.yaml
339,task5_0339,UTEXAS_10001410_R1459,UTEXAS_10001410,10001410,Aptamer 9.3,RNA,48,Coagulation Factor IXa (FIXa),protein,461,UniProt,P00740,Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 0.65 ± 0.2 nM,0.65,https://doi.org/10.1038/nature00963,https://pubmed.ncbi.nlm.nih.gov/12214238/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0339.yaml
340,task5_0340,UTEXAS_10001423_R1475,UTEXAS_10001423,10001423,E07,RNA,93,Human epidermal growth factor receptor (hEGFR),protein,822,UniProt,Q12929,Epidermal growth factor receptor kinase substrate 8,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Kd: 2.4 ± 0.2 nM,2.4,https://doi.org/10.1371/journal.pone.0020299,https://pubmed.ncbi.nlm.nih.gov/21687663/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0340.yaml
341,task5_0341,UTEXAS_10001423_R1476,UTEXAS_10001423,10001423,E07,RNA,93,Mouse epidermal growth factor receptor (mEGFR),protein,1210,UniProt,Q01279,Epidermal growth factor receptor (EC 2.7.10.1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Kd: 36 ± 4 nM,36,https://doi.org/10.1371/journal.pone.0020299,https://pubmed.ncbi.nlm.nih.gov/21687663/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0341.yaml
342,task5_0342,UTEXAS_10001434_R1488,UTEXAS_10001434,10001434,S1.3/S2.2,DNA,72,Mucin 1 (MUC1),protein,580,UniProt,Q8WML4,Mucin-1 (MUC-1) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,kd: 0.135 nM,0.135,https://doi.org/10.1159/000096085,https://pubmed.ncbi.nlm.nih.gov/17033199/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0342.yaml
